noise,ours_serial_boot_s,ours_serial_boot_min,ours_serial_pfar_s,ours_serial_pfar_min,ours_serial_base_fit_s,ours_parallel_serial_est_s,ours_parallel_serial_est_min,ours_parallel_parallel_est_s,ours_parallel_parallel_est_min,ours_parallel_wall_s,ours_parallel_wall_min,ours_parallel_best_s,ours_parallel_best_min,kg_fit_s,kg_fit_min,kg_pfar_s,kg_pfar_min
0.03,193.20644471095875,3.2201074118493125,1160.01272711996,19.33354545199933,16.189634283073246,312.05452812835574,5.200908802139263,40.16489408351481,0.6694149013919135,187.78817558288574,3.129802926381429,8.268237479031086,0.13780395798385142,28.831688633188605,0.48052814388647674,3861.6583573576063,64.36097262262678
0.2,194.09732191218063,3.2349553652030107,1188.1669345218688,19.802782242031146,15.277284382842481,310.89989121770486,5.181664853628415,39.93265845440328,0.665544307573388,212.2353572845459,3.537255954742432,8.080070827156305,0.13466784711927177,42.12198179215193,0.7020330298691988,4015.7184884808958,66.9286414746816
